message,intention,equipe
I got less cash than what I specified for through the ATM.,wrong_amount_of_cash_received,retrait
What happened! I asked for 30 pounds at your ATM and only go 10. The machine lied about it too. It said I received the full 30 pounds. Someone better help me asap on this.,wrong_amount_of_cash_received,retrait
A wrong amount of cash we sent to me.,wrong_amount_of_cash_received,retrait
I withdrew $100 but only received $20,wrong_amount_of_cash_received,retrait
"Hey I am standing in front of an ATM here, it only gave me 10 pounds even though I wanted to withdraw 30! Seems like the app has 30 pounds, what do I do??",wrong_amount_of_cash_received,retrait
$20 came out instead of $100,wrong_amount_of_cash_received,retrait
The cash I asked for still hasn't been received,wrong_amount_of_cash_received,retrait
I wanted $100 but only got $20,wrong_amount_of_cash_received,retrait
Where'd the rest of my cash go from the ATM,wrong_amount_of_cash_received,retrait
I got less cash at the ATM than I asked for. Why?,wrong_amount_of_cash_received,retrait
My cash withdrawal was not entirely complete,wrong_amount_of_cash_received,retrait
The ATM is messed up. It gave me less than I wanted.,wrong_amount_of_cash_received,retrait
I was only given $20 when I tried to get $100,wrong_amount_of_cash_received,retrait
I tried pulling out money at the ATM and it gave me an incorrect amount back.,wrong_amount_of_cash_received,retrait
Why did I only get $20 when I asked for $100?,wrong_amount_of_cash_received,retrait
The amount of cash i have received is not correct.,wrong_amount_of_cash_received,retrait
How can I get my money that I didn't get from the ATM?,wrong_amount_of_cash_received,retrait
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",wrong_amount_of_cash_received,retrait
I didn't get all the money I asked for,wrong_amount_of_cash_received,retrait
I asked for cash but I did not receive all the funds,wrong_amount_of_cash_received,retrait
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",wrong_amount_of_cash_received,retrait
I did not receive all of my cash back,wrong_amount_of_cash_received,retrait
I got some cash but it wasn't the right amount.,wrong_amount_of_cash_received,retrait
"I got less than what i asked for in the ATM, why?",wrong_amount_of_cash_received,retrait
The machine only paid me a hundred when I wanted 20,wrong_amount_of_cash_received,retrait
Why am I being a charged for using my card?,card_payment_fee_charged,frais
Tell me why there is a fee for a card payment.,card_payment_fee_charged,frais
I don't understand why I'm being charged for using my card.,card_payment_fee_charged,frais
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged,frais
"I shouldn't have been charged but I see a fee, why?",card_payment_fee_charged,frais
"i made a payment with my card and was charged a fee, why would you do that",card_payment_fee_charged,frais
A fee came along with me paying with card,card_payment_fee_charged,frais
Why is there a fee when I thought there would be no fees?,card_payment_fee_charged,frais
Why are there fees for using a card?,card_payment_fee_charged,frais
I had to pay money for paying with my card.,card_payment_fee_charged,frais
I paid with card and was charged a fee that shouldn't be there!,card_payment_fee_charged,frais
Why was my transaction charged an extra fee when paying with my card?,card_payment_fee_charged,frais
"Where can I find out the fee structure for my account? I have been charged fees for some transactions, but not for other ones. I can't find a pattern in these fees.",card_payment_fee_charged,frais
"On a card payment, why is there a fee?",card_payment_fee_charged,frais
Why did I get charged a fee for my card payment?,card_payment_fee_charged,frais
Why was I charged a fee for using my card,card_payment_fee_charged,frais
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,card_payment_fee_charged,frais
I'm being charged for using my card!,card_payment_fee_charged,frais
I bought something with my card and I was charged a fee,card_payment_fee_charged,frais
Can you explain why my payment was charged a fee?,card_payment_fee_charged,frais
I have a fee showing from last time I used my card.,card_payment_fee_charged,frais
Why is this fee being charged to me after using my card?,card_payment_fee_charged,frais
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",card_payment_fee_charged,frais
Is it normal to be charged an extra fee when paying with my card?,card_payment_fee_charged,frais
Why was there a fee for paying by card?,card_payment_fee_charged,frais
There was an extra charge when I used my card,card_payment_fee_charged,frais
"I paid with my card and got charged an extra fee, what's up with that?",card_payment_fee_charged,frais
I used my card and there was a fee,card_payment_fee_charged,frais
"I am tired of getting charged fees, and I have no idea why, please let me know what/when you charge fees for.",card_payment_fee_charged,frais
Why am I getting a fee on a card payment?,card_payment_fee_charged,frais
I noticed that i got charged extra for using the card.,card_payment_fee_charged,frais
Can you explain why I am now getting charged a fee for using my card?,card_payment_fee_charged,frais
"There are multiple instances where you added a fee to the payment, as well as some where you didn't. Do you have an outline of when a fee will be added?",card_payment_fee_charged,frais
I have been charged a fee that I didn't know about. Why have you charged me extra for card payments?,card_payment_fee_charged,frais
I got a fee when paying with my card,card_payment_fee_charged,frais
why is there a fee for a payment on my card?,card_payment_fee_charged,frais
What was I charged a fee for card payment?,card_payment_fee_charged,frais
I want to see what this fee is on my card payment.,card_payment_fee_charged,frais
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,card_payment_fee_charged,frais
An extra fee has been added to my card payment is this correct?,card_payment_fee_charged,frais
Why was there an extra charge because I used my card to pay?,card_payment_fee_charged,frais
I paid with my card and was charged extra,card_payment_fee_charged,frais
I was charged and shouldn't have been charged when using my card!,card_payment_fee_charged,frais
tell me why I was charged more with my card?,card_payment_fee_charged,frais
"I have been charged a fee, I didn't know about this fee before! When do you charge extra for card payments?",card_payment_fee_charged,frais
I was spending cash with my card and got a fee.,card_payment_fee_charged,frais
Why have I been charged a fee for card payment?,card_payment_fee_charged,frais
Why do some of my payments have fees?  I don't understand.,card_payment_fee_charged,frais
I paid with my card and I was charged a fee,card_payment_fee_charged,frais
Why does it cost more to pay with my card?,card_payment_fee_charged,frais
Is there a place to check for fee for payments? I feel like I'm getting charged too much at times.,card_payment_fee_charged,frais
"I am getting charged fees on some payments.  Please help me understand, where are these fees disclosed?",card_payment_fee_charged,frais
Why was the price higher when I paid with my card?,card_payment_fee_charged,frais
I didn't know I was going to get charged to use my card.,card_payment_fee_charged,frais
I have been charged an extra fee when buying from your store. Why is this?,card_payment_fee_charged,frais
Was I charged extra for using my card?,card_payment_fee_charged,frais
Let me know when applying extra charges for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged,frais
Why was I charged an additional fee when paying with card?,card_payment_fee_charged,frais
Why did I get charged extra?,card_payment_fee_charged,frais
I paid with card and I was charged a fee,card_payment_fee_charged,frais
I was charged for using my card?,card_payment_fee_charged,frais
How was I charged extra when I used my card to pay?,card_payment_fee_charged,frais
When do i get charged a fee for using the card?,card_payment_fee_charged,frais
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",card_payment_fee_charged,frais
Why was I charged a fee for my card payment?,card_payment_fee_charged,frais
Let me know when you charge for payments. I just checked the app and saw a fee that I wasn't warned about.,card_payment_fee_charged,frais
Why is there a fee on a card payment?,card_payment_fee_charged,frais
I don't think I should have been charged a fee to use my card.,card_payment_fee_charged,frais
A fee that shouldn't be there is there after using my card!,card_payment_fee_charged,frais
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",card_payment_fee_charged,frais
I see a fee that I think was charged because I paid by card.,card_payment_fee_charged,frais
What are the fees imposed when I make a transaction?,card_payment_fee_charged,frais
Why was a fee added to my bill when I used my card?,card_payment_fee_charged,frais
I was charged a fee when buying stuff with my card.,card_payment_fee_charged,frais
Why am I charged an extra fee on my card?,card_payment_fee_charged,frais
Why did I get charged more for using my card?,card_payment_fee_charged,frais
I recently bought an item using my card and I was charged an extra fee why is this?,card_payment_fee_charged,frais
Why was I charged a fee for debit or credit card payment?,card_payment_fee_charged,frais
Why was an extra charge added when I used my card?,card_payment_fee_charged,frais
Why is there a fee associated with card use?,card_payment_fee_charged,frais
Why am I being charged a fee on a card payment?,card_payment_fee_charged,frais
I noticed an extra fee when I paid with my card.,card_payment_fee_charged,frais
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged,frais
what is this extra charge with my purchase?,card_payment_fee_charged,frais
Hello! I randomly got charged an extra fee today as i was shopping online and i have no idea why! Are there extra fees for card payments? Or am i missing something here?,card_payment_fee_charged,frais
Please explain the extra fee when I paid with the card.,card_payment_fee_charged,frais
When do you charge fees on accounts? I just saw a charge on my statement.,card_payment_fee_charged,frais
Why am I being charged a hidden fee?,card_payment_fee_charged,frais
Can you explain why I was charged extra when I used the card?,card_payment_fee_charged,frais
Do you have charges now when you pay with a card?,card_payment_fee_charged,frais
What is the extra fee that was added when I used the card?,card_payment_fee_charged,frais
How do I know which payments I make will have additional fees? Where can I find this information online?,card_payment_fee_charged,frais
I am worried that too much time has gone by for a transfer to be completed.,transfer_not_received_by_recipient,virement
What is the time frame that it usually takes for a transfer to come through? I have a friend needing it immediately but it has yet to come through.,transfer_not_received_by_recipient,virement
"How long does it typically take a transfer to go through?  I sent some money to a friend earlier today, and she really needs it.  It still is a pending transfer, even though I sent it a few hours ago.",transfer_not_received_by_recipient,virement
I sent money to a person and they haven't received the payment yet.,transfer_not_received_by_recipient,virement
I do not know where the transaction is.,transfer_not_received_by_recipient,virement
I transferred money but the recipient does not see the funds in their account?,transfer_not_received_by_recipient,virement
The app isn't showing my transactions,transfer_not_received_by_recipient,virement
"A transaction I did to my friend hasn't arrived yet, why?",transfer_not_received_by_recipient,virement
Where is my last money transaction,transfer_not_received_by_recipient,virement
I made a transfer the day before yesterday within this country. It is still not showing up at all. I have double-checked and the account number is certainly right. I've actually type this multiple times. can you look into what is going on here?,transfer_not_received_by_recipient,virement
How long will it take for my transfer to arrive?,transfer_not_received_by_recipient,virement
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient,virement
I made a transfer and they haven't received the money I sent them.,transfer_not_received_by_recipient,virement
"I sent money to someone but they haven't gotten it, what's going on?",transfer_not_received_by_recipient,virement
"How long does it take for transfers to process?  I sent funds to a friend, and she says that she has not yet received anything.",transfer_not_received_by_recipient,virement
I am just waiting on the completion of the transaction.,transfer_not_received_by_recipient,virement
I need to check status as my friend hasn't got money I sent.,transfer_not_received_by_recipient,virement
How long does it take for money to transfer?  I sent some to a friend and it hasn't gone through yet.,transfer_not_received_by_recipient,virement
Why hasn't the transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,virement
What is the length of a transaction completion?,transfer_not_received_by_recipient,virement
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,transfer_not_received_by_recipient,virement
Where did the money transfer go?,transfer_not_received_by_recipient,virement
When will the transaction be done?,transfer_not_received_by_recipient,virement
Why is it taking so long for a transfer to complete!,transfer_not_received_by_recipient,virement
Why is my transfer taking so long to complete?,transfer_not_received_by_recipient,virement
I am just waiting for the transaction to be completed.,transfer_not_received_by_recipient,virement
How long do I have  to wait for my transaction to be completed?,transfer_not_received_by_recipient,virement
Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient,virement
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient,virement
Why didn't my friend's transaction arrive yet?,transfer_not_received_by_recipient,virement
I transferred some money but it is not here yet,transfer_not_received_by_recipient,virement
Why hasn't a transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,virement
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient,virement
My transfer has not arrived.,transfer_not_received_by_recipient,virement
How long does it take for the transfer to go through?,transfer_not_received_by_recipient,virement
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient,virement
The money has not yet been placed in recipients account.,transfer_not_received_by_recipient,virement
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,transfer_not_received_by_recipient,virement
The recipient doesn't see the money transaction I made,transfer_not_received_by_recipient,virement
How long will my transaction take?,transfer_not_received_by_recipient,virement
How long should it take for a transfer to go through? I have been waiting a while.,transfer_not_received_by_recipient,virement
"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient,virement
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient,virement
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,virement
I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient,virement
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient,virement
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient,virement
I did a money transaction and dont have a receipt,transfer_not_received_by_recipient,virement
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,transfer_not_received_by_recipient,virement
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient,virement
How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient,virement
My transfer didn't arrive to the recipient,transfer_not_received_by_recipient,virement
The recipient can not locate funds.,transfer_not_received_by_recipient,virement
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient,virement
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient,virement
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,virement
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient,virement
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient,virement
How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient,virement
I'm still awaiting for the completion of the transaction.,transfer_not_received_by_recipient,virement
I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient,virement
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,virement
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient,virement
"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient,virement
I sent some money but the intended recipient says it hasn't arrived,transfer_not_received_by_recipient,virement
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,transfer_not_received_by_recipient,virement
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",transfer_not_received_by_recipient,virement
My recipient hasn't received the money,transfer_not_received_by_recipient,virement
I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient,virement
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient,virement
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient,virement
How long will a transaction to a friend take?,transfer_not_received_by_recipient,virement
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,transfer_not_received_by_recipient,virement
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient,virement
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient,virement
the money i transferred didnt arrive,transfer_not_received_by_recipient,virement
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",transfer_not_received_by_recipient,virement
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient,virement
Which currencies do you accept for adding money?,supported_cards_and_currencies,carte
Can you tell me what currencies I can use to add money?,supported_cards_and_currencies,carte
With what currencies can I add money?,supported_cards_and_currencies,carte
what cards and currencies are accepted?,supported_cards_and_currencies,carte
How can I top up my card with another card?,supported_cards_and_currencies,carte
use my credit to add money,supported_cards_and_currencies,carte
What types of currencies do you accept?,supported_cards_and_currencies,carte
Do you accept any card and currency?,supported_cards_and_currencies,carte
can i use my mastercard to add money to my account,supported_cards_and_currencies,carte
What types of cards and money do you accept?,supported_cards_and_currencies,carte
How can I fund another account with my American Express?,supported_cards_and_currencies,carte
What currencies do you accept to add money?,supported_cards_and_currencies,carte
How can I top up my account and which currency can I use?,supported_cards_and_currencies,carte
Will my other US credit card be accepted?,supported_cards_and_currencies,carte
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies,carte
What currency can I use to add money?,supported_cards_and_currencies,carte
Can you tell me what cards and currencies you support?,supported_cards_and_currencies,carte
I only have one other credit card from the US. Do you accept that?,supported_cards_and_currencies,carte
What currencies are approved to add money?,supported_cards_and_currencies,carte
I want to use a payment card to top up my account. How can I do this?,supported_cards_and_currencies,carte
I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies,carte
What currencies can I use?,supported_cards_and_currencies,carte
what cards can i use to add money to my account,supported_cards_and_currencies,carte
What currencies and methods can i use to top up my account?,supported_cards_and_currencies,carte
Do you accept credit cards from the US,supported_cards_and_currencies,carte
"I am adding money, what currencies do you accept to do this?",supported_cards_and_currencies,carte
why wont my american express work to add money,supported_cards_and_currencies,carte
Which currencies can I use to add money?,supported_cards_and_currencies,carte
Can I use any card and currency?,supported_cards_and_currencies,carte
What US cards do you accept?  I only have 1 other.,supported_cards_and_currencies,carte
I have a second credit card from the US. Will you take it?,supported_cards_and_currencies,carte
Can I top off with a debit card?,supported_cards_and_currencies,carte
"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies,carte
Are cards from the US accepted?,supported_cards_and_currencies,carte
Please let me know what currency I can use to top up my account?,supported_cards_and_currencies,carte
Do you accept all cards and currencies?,supported_cards_and_currencies,carte
Which credit card top-ups do you accept?,supported_cards_and_currencies,carte
"If I top up by card, what options do I have re: currency and card type?",supported_cards_and_currencies,carte
"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies,carte
Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies,carte
Can I top up my card with other cards?,supported_cards_and_currencies,carte
I have one other credit card from the US. Do you take it?,supported_cards_and_currencies,carte
What are the cards and currencies that you support?,supported_cards_and_currencies,carte
What currencies do you accept for adding money to my account?,supported_cards_and_currencies,carte
I have an American Express that I'd like to add money to my account with.,supported_cards_and_currencies,carte
What forms of payment do you accept?,supported_cards_and_currencies,carte
"I want to top up by using a credit card, which ones do you support?",supported_cards_and_currencies,carte
What cards and currencies can I use to top up my account?,supported_cards_and_currencies,carte
"Will you accept my credit card, it my only one.",supported_cards_and_currencies,carte
"If I want to add funds to the account using American Express, how do I do that?",supported_cards_and_currencies,carte
I just have one additional card from the USA. Do you support that?,supported_cards_and_currencies,carte
Why doesn't it work when I use American Express to try to add money to my account?,supported_cards_and_currencies,carte
Help me use American Express to add money to the account.,supported_cards_and_currencies,carte
What other credit cards can I use?,supported_cards_and_currencies,carte
how can i add money from my amex card,supported_cards_and_currencies,carte
I only have a card from the US is that okay?,supported_cards_and_currencies,carte
Which currencies do you work with?,supported_cards_and_currencies,carte
"For adding money, which currencies do you accept?",supported_cards_and_currencies,carte
Can you tell me which cards and currencies are supported?,supported_cards_and_currencies,carte
What card or currency can I use to pay?,supported_cards_and_currencies,carte
do you accept from usa credit card?,supported_cards_and_currencies,carte
Do you have a list of the cards and currencies supported?,supported_cards_and_currencies,carte
What are the various currencies and cards that you offer support for?,supported_cards_and_currencies,carte
What currencies can be used for top up?,supported_cards_and_currencies,carte
What are the currencies that are accepted to add money?,supported_cards_and_currencies,carte
What kind of cards an currency do you support?,supported_cards_and_currencies,carte
Do you accept US credit cards?,supported_cards_and_currencies,carte
I need to know if you will accept my credit card.,supported_cards_and_currencies,carte
I want to add funds to my account. What payment methods are accepted?,supported_cards_and_currencies,carte
"I need to order a new virtual card, how do I do that?",getting_virtual_card,carte
How can I sign up for a virtual card?,getting_virtual_card,carte
I haven't received my virtual card yet!!,getting_virtual_card,carte
Can you give me a virtual card?,getting_virtual_card,carte
I want to get my hands on one of those virtual cards!,getting_virtual_card,carte
want to know how to get virtual card,getting_virtual_card,carte
Where is my virtual card?,getting_virtual_card,carte
I don't have a virtual card - how do I get one?,getting_virtual_card,carte
How to receive virtual card?,getting_virtual_card,carte
Where do I order a virtual card?,getting_virtual_card,carte
Can i have a virtual card?,getting_virtual_card,carte
Please explain to me the process of getting a virtual card.,getting_virtual_card,carte
my virtual card has not came yet!,getting_virtual_card,carte
Which part of the app do I order virtual cards from?,getting_virtual_card,carte
Where do I have access to a virtual card?,getting_virtual_card,carte
Where do I get a virtual card?,getting_virtual_card,carte
Why haven't I been given a virtual card yet?,getting_virtual_card,carte
Can you help me find the virtual card?,getting_virtual_card,carte
How do I go about getting hold of a virtual card?,getting_virtual_card,carte
Where's my virtual card,getting_virtual_card,carte
How can I go about ordering a virtual card?,getting_virtual_card,carte
Where can i find the virtual card?,getting_virtual_card,carte
How can I obtain a virtual card?,getting_virtual_card,carte
I'm interested in getting a virtual card.  How do I get one?,getting_virtual_card,carte
What is the way to go about getting a virtual card?,getting_virtual_card,carte
How can I receive a virtual card?,getting_virtual_card,carte
When will my virtual card arrive?,getting_virtual_card,carte
how to get virtual card,getting_virtual_card,carte
What is the best way to get my virtual card?,getting_virtual_card,carte
"I need to make a purchase online, where is my virtual card?",getting_virtual_card,carte
"how many virtual cards can i have, i want 8",getting_virtual_card,carte
How do I get a virtual card on my device?,getting_virtual_card,carte
How do I access the virtual card?,getting_virtual_card,carte
Do I get to have one of those virtual cards I've heard about?,getting_virtual_card,carte
I would love one of the virtual cards!,getting_virtual_card,carte
I would like to order a virtual card.,getting_virtual_card,carte
Why have I not received a virtual card yet?,getting_virtual_card,carte
Can you assist me in acquiring a virtual card?,getting_virtual_card,carte
How come I didn't get a virtual card yet?,getting_virtual_card,carte
And do you have virtual cards instead of physical ones?,getting_virtual_card,carte
How do I go about getting a virtual card?,getting_virtual_card,carte
When will I get a virtual card? I haven't gotten one yet,getting_virtual_card,carte
Where can I order my virtual card?,getting_virtual_card,carte
How can I locate the virtual card?,getting_virtual_card,carte
How long do you have to wait to see your virtual card your ordered?,getting_virtual_card,carte
I want to get a virtual card!,getting_virtual_card,carte
How to access my virtual card,getting_virtual_card,carte
Where do i go to receive a virtual card,getting_virtual_card,carte
Please let me know how to place an order for a virtual card,getting_virtual_card,carte
I ordered a virtual card but it hasn't come through yet,getting_virtual_card,carte
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card,carte
I've got to have one of those virtual cards.,getting_virtual_card,carte
Where is my virtual card located?,getting_virtual_card,carte
Why have I not yet received my virtual card?,getting_virtual_card,carte
Where would I order a virtual card?,getting_virtual_card,carte
I need my virtual card,getting_virtual_card,carte
I heard you have virtual cards. How do I get one?,getting_virtual_card,carte
explain the virtual card,getting_virtual_card,carte
why hasn't my virtual card come yet?,getting_virtual_card,carte
Is there a way to order a virtual card on the website?,getting_virtual_card,carte
Is there an alternative to a physical card?,getting_virtual_card,carte
"I did not get my virtual card yet, Why?",getting_virtual_card,carte
Where do I find a virtual card?,getting_virtual_card,carte
Is there anywhere I can't use my card?,card_acceptance,carte
How do I know where I can use my card?,card_acceptance,carte
Are there businesses that don't accept this card?,card_acceptance,carte
Is the card welcomed by everybody?,card_acceptance,carte
Do you have a list of businesses that accept this card?,card_acceptance,carte
This card is accepted by what businesses?,card_acceptance,carte
Will this card work all over the world?,card_acceptance,carte
WHAT IS THE ATMOSPHERE OF IT,card_acceptance,carte
Can I pay online with my card?,card_acceptance,carte
Do you know which businesses will accept my card?,card_acceptance,carte
You accepts my card?,card_acceptance,carte
Is my card accepted anywhere?,card_acceptance,carte
where is card accepted,card_acceptance,carte
Is my card valid everywhere?,card_acceptance,carte
Which establishments will accept my card?,card_acceptance,carte
Are there limits to businesses that will accept this card?,card_acceptance,carte
Is there a list of where I can use my card?,card_acceptance,carte
What are the limits to where my card will be accepted?,card_acceptance,carte
Can I use my card wherever I want?,card_acceptance,carte
Where can I use my card to pay?,card_acceptance,carte
Are there any limits to were my card is accepted?,card_acceptance,carte
Can I use my card while on vacation overseas?,card_acceptance,carte
Are there any places that won't take my card?,card_acceptance,carte
Which merchants accept my card?,card_acceptance,carte
You can use it anywhere that accepts Mastercard.,card_acceptance,carte
Are there any restrictions to where I can use my card?,card_acceptance,carte
What places accept my card?,card_acceptance,carte
Can I use my card no matter where I go?,card_acceptance,carte
How can I know where my card will be accepted?,card_acceptance,carte
Can I pay with my card anywhere?,card_acceptance,carte
Where can I use this card?,card_acceptance,carte
What businesses can I use this card with?,card_acceptance,carte
Do all businesses take this card?,card_acceptance,carte
Where is this card accepted?,card_acceptance,carte
Can i use this card at any store?,card_acceptance,carte
Are there any restrictions on where I use this card?,card_acceptance,carte
I think my top up has been reverted,top_up_reverted,rechargement
Has my top-up gone through?,top_up_reverted,rechargement
I went to top up my card and it was cancelled.,top_up_reverted,rechargement
I believe my top up was reverted.,top_up_reverted,rechargement
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,rechargement
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",top_up_reverted,rechargement
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,top_up_reverted,rechargement
Seems like my top up has been cancelled,top_up_reverted,rechargement
My top-up was cancelled and I am writing to ask if I need to complete the 3D Secure authentication section before I submit it.,top_up_reverted,rechargement
Why would my top up be reverted?,top_up_reverted,rechargement
"I tried to make a top-up and it was canceled, why is that?",top_up_reverted,rechargement
The app declined my top up. What did I do wrong?,top_up_reverted,rechargement
Is there a reason my top-up has been cancelled?,top_up_reverted,rechargement
I need someone to find out where my money has gone to? It has disappeared. I completed a top up earlier and seen it had went through. Since it has now disappeared I need to know what's going on.,top_up_reverted,rechargement
"For some reason, the money I added was returned.",top_up_reverted,rechargement
Why did my top-up get reverted?,top_up_reverted,rechargement
Why won't my top up go through?,top_up_reverted,rechargement
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,rechargement
What is the status of my top up?,top_up_reverted,rechargement
"When I top-up, the app reverts it.",top_up_reverted,rechargement
Why has my top up been cancelled,top_up_reverted,rechargement
What's the problem? I thought you offered crypto top up. This doesn't appear to be working at all. My money has now vanished from my account.,top_up_reverted,rechargement
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",top_up_reverted,rechargement
Why is my top-up showing as cancelled?,top_up_reverted,rechargement
Why does my top-up get cancelled?,top_up_reverted,rechargement
"My money is gone. I had topped up recently and saw it was there, but now it's disappeared, what's going on?",top_up_reverted,rechargement
My top up was rejected. Why?,top_up_reverted,rechargement
I thought crypto top up with something you offer. This is not working. The money has been deducted from my account. Can you find out what's going on?,top_up_reverted,rechargement
Why was my top up cancelled?,top_up_reverted,rechargement
top up cancellation,top_up_reverted,rechargement
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted,rechargement
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted,rechargement
When I topped up the app reverted it.,top_up_reverted,rechargement
Why was my top-up declined?,top_up_reverted,rechargement
Why wasn't my top-up accepted and where did that money go? At first it said it was confirmed but now I can't find it.,top_up_reverted,rechargement
Why has my top-up been returned to my account?,top_up_reverted,rechargement
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",top_up_reverted,rechargement
What reasons could cause my top up to be reverted,top_up_reverted,rechargement
What if my top up is reverted?,top_up_reverted,rechargement
I need to know what's going on. I was under the impression you offered cryto top up which doesn't seem to be working and money has just vanished from my account.,top_up_reverted,rechargement
My top-up was just cancelled.,top_up_reverted,rechargement
Can you explain to me why a top up would be reverted?,top_up_reverted,rechargement
My automatic top-up was unsuccessful,top_up_reverted,rechargement
"Hello. I tried doing a topup and I thought it worked, but now the money is no longer in my account. Can you explain?",top_up_reverted,rechargement
