message,intention,equipe
"I made a bank transfer a couple of hours ago from my UK account.  It hasn't appeared, can you check to make sure it went through?",balance_not_updated_after_bank_transfer,virement
My account balance has not gone up even though I just transferred money into it,balance_not_updated_after_bank_transfer,virement
I just lost my wallet and I see that they are already withdrawing money from my account. How can I stop this?,cash_withdrawal_not_recognised,retrait
I am seeing in the App a some cash withdrawal that its not mine,cash_withdrawal_not_recognised,retrait
I think I see a withdraw I did not make.,cash_withdrawal_not_recognised,retrait
The app is showing an ATM withdrawl that I didn't make.,cash_withdrawal_not_recognised,retrait
I don't recognise a cash withdrawal,cash_withdrawal_not_recognised,retrait
"Someone has stolen my card. Even though I have my card with me, someone just made a 500£ cash withdrawal. Please help as soon as possible.",cash_withdrawal_not_recognised,retrait
What is the base amount for cross-currency exchanges?,exchange_charge,frais
Is there a fee to exchange foreign money?,exchange_charge,frais
Is there a fee for exchanging foreign currencies?,exchange_charge,frais
If I need to exchange currency is there an extra fee?,exchange_charge,frais
What is the exchange fee?,exchange_charge,frais
Does it cost money for currency exchange services?,exchange_charge,frais
"I will need to exchange currencies frequently, will I be able to get a discount?",exchange_charge,frais
Can I exchange money from abroad without additional costs?,exchange_charge,frais
Are there any fees for adding money with an international card?,top_up_by_card_charge,frais
Will I get charged for topping off my card?,top_up_by_card_charge,frais
"If I use a European bank card for top up, Do I get charged?",top_up_by_card_charge,frais
Will there be any extra fees for European bank card for top up?,top_up_by_card_charge,frais
Are there fees for adding money using an international card,top_up_by_card_charge,frais
Is there a charge or discount if I use a European bank in a top up?,top_up_by_card_charge,frais
I need to activate my card can you do that now?,activate_my_card,carte
Tell me how to go about activating my new card?,activate_my_card,carte
How do I activate a card I received?,activate_my_card,carte
WHAT CAN I DO AFTER THE CARD MISSING,activate_my_card,carte
I need help activating my new card.,activate_my_card,carte
"Please, activate my card",activate_my_card,carte
I need help with activating my card,activate_my_card,carte
What is the activation process on my new card?,activate_my_card,carte
What is the process for activating my card?,activate_my_card,carte
What is this charge on my account for a cash withdrawl?,cash_withdrawal_charge,frais
"Do ATM cash withdrawals carry a charge now? They've been free in the past, but all of a sudden I have to pay to make ATM withdrawals?",cash_withdrawal_charge,frais
Why did my cash get charged a fee that should not be there.,cash_withdrawal_charge,frais
Why did I have to pay a fee when I got cash?,cash_withdrawal_charge,frais
"I've notice I was charged for withdrawing cash, can you explain why?",cash_withdrawal_charge,frais
Why was my account charged for using an ATM?,cash_withdrawal_charge,frais
I was charged extra for a withdrawal,cash_withdrawal_charge,frais
"I thought cash withdrawals were free? Why have I been charged a fee? Also, how much is this fee?",cash_withdrawal_charge,frais
I have never been charged a fee for cash withdrawal before. When did that change?,cash_withdrawal_charge,frais
What do I do when my card is about to expire?,card_about_to_expire,carte
"Next month my card will expire, do I need to order a new one?",card_about_to_expire,carte
I need to know the cost and when I will receive a new card to replace an old one.,card_about_to_expire,carte
My top-up for Google Pay isn't working,apple_pay_or_google_pay,carte
Can I add money with Apple Pay?,apple_pay_or_google_pay,carte
Top up on my Google Pay isn't working.,apple_pay_or_google_pay,carte
Can I use Apple Pay to top up?,apple_pay_or_google_pay,carte
Can I top up from my Apple Watch?,apple_pay_or_google_pay,carte
How can I top up with Google Pay?,apple_pay_or_google_pay,carte
How do I troubleshoot Google pay top up?,apple_pay_or_google_pay,carte
What should I do to verify my identity?,verify_my_identity,compte
do the details of my profile have to match my documents,verify_my_identity,compte
Where do I verify my identity?,verify_my_identity,compte
Do you have a list of countries you operate in?,country_support,paiement
Where do you support?,country_support,paiement
Can the card be mailed and used in Europe?,country_support,paiement
